google_address,google_place_id,google_latitude,google_longitude,google_rating,google_primary_type,google_open_now,google_monday_hours,google_tuesday_hours,google_wednesday_hours,google_thursday_hours,google_friday_hours,google_saturday_hours,google_sunday_hours,x,y,feature_x,feature_y,nearest_x,nearest_y
"Ground Floor, Lutomburg Building, 2 Leeuwen St, Cape Town City Centre, Cape Town, 8001, South Africa",ChIJ71LwaU9nzB0RuhZ8nkAo4kQ,-33.9248214,18.4174277,5,consultant,,,,,,,,,2050191.41465402,-4018698.0388932,18.4174277,-33.9248214,18.4173870219735,-33.924874617146
"16 Keerom St, Cape Town City Centre, Cape Town, 8000, South Africa",ChIJHYumGNm11CURLd1U5p0JFwI,-33.9246985,18.4176191,4.8,plumber,1,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,2050249.69942588,-4018697.85571035,18.4176191,-33.9246985,18.4176673037059,-33.9247522478472
"8, Lutomburg, 18 Keerom St, Cape Town City Centre, Cape Town, 8001, South Africa",ChIJ1zyQC2VnzB0R37EBHwNRGV4,-33.9247712,18.4174828,5,book_store,,,,,,,,,2050249.69942588,-4018697.85571035,18.4174828,-33.9247712,18.4175559186641,-33.9248522128138
"18 Keerom St, Cape Town City Centre, Cape Town, 8000, South Africa",ChIJ416bbWVnzB0RA_fOr1A7ypA,-33.9247712,18.4174828,5,,,,,,,,,,2050249.69942588,-4018697.85571035,18.4174828,-33.9247712,18.4175559186641,-33.9248522128138
"30 Keerom St, Cape Town City Centre, Cape Town, 8001, South Africa",ChIJu6xGc2VnzB0RaMGzUoIwDwQ,-33.9249099,18.41715,5,finance,1,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,Closed,Closed,2050191.41465402,-4018698.0388932,18.41715,-33.9249099,18.4172544359917,-33.9247732713114
"30 Keerom St, Cape Town City Centre, Cape Town, 8001, South Africa",ChIJu6xGc2VnzB0RnKKnCfE8eew,-33.9249099,18.41715,1,point_of_interest,,,,,,,,,2050191.41465402,-4018698.0388932,18.41715,-33.9249099,18.4172544359917,-33.9247732713114
"Keerom St, Cape Town City Centre, Cape Town, 8001, South Africa",ChIJifpODGVnzB0Rt6ZCz5KF1-A,-33.9248874,18.417517,3,real_estate_agency,,,,,,,,,2050249.69942588,-4018697.85571035,18.417517,-33.9248874,18.4175169697182,-33.9248873664489
"Ground Floor, In association with JMB Gillan Attorneys, Lutomburg Building, 2 Leeuwen St, Cape Town City Centre, Cape Town, 8001, South Africa",ChIJgTpKMrxnzB0RIUV7zcGB_cI,-33.9248214,18.4174277,,consultant,1,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,Closed,2050191.41465402,-4018698.0388932,18.4174277,-33.9248214,18.4173870219735,-33.924874617146
"18 Queen Victoria St, Gardens, Cape Town, 8001, South Africa",ChIJp0DPN3FnzB0RWoFLKYsikaY,-33.9248829,18.4182338,4.6,,1,7:00 AM – 9:00 PM,7:00 AM – 9:00 PM,7:00 AM – 9:00 PM,7:00 AM – 9:00 PM,7:00 AM – 11:00 PM,7:00 AM – 9:00 PM,Closed,2050273.90705535,-4018784.49746059,18.4182338,-33.9248829,18.4183255027218,-33.9249787527914
"14 Queen Victoria St, Cape Town City Centre, Cape Town, 8001, South Africa",ChIJ7QUMA2VnzB0RtKJFaniALEc,-33.9247764,18.4184306,3.9,,1,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,Closed,Closed,2050273.90705535,-4018784.49746059,18.4184306,-33.9247764,18.4184814530966,-33.9248295544884
"18 Queen Victoria St, Cape Town City Centre, Cape Town, 8001, South Africa",ChIJebUrsUVnzB0RsD18qXiSgow,-33.9248861,18.4181814,5,book_store,1,10:00 AM – 6:00 PM,10:00 AM – 6:00 PM,10:00 AM – 6:00 PM,10:00 AM – 6:00 PM,10:00 AM – 6:00 PM,9:00 AM – 1:00 PM,Closed,2050273.90705535,-4018784.49746059,18.4181814,-33.9248861,18.4182965453923,-33.9250064563761
"1-13 Queen Victoria St, Cape Town City Centre, Cape Town, 8000, South Africa",ChIJVYdpu8JnzB0RCjvVXdMx1zE,-33.9246284,18.4179695,5,hotel,,,,,,,,,2050249.69942588,-4018697.85571035,18.4179695,-33.9246284,18.4179028732999,-33.9245445362705
"Queen Victoria St, Cape Town, 8000, South Africa",ChIJq10HBGVnzB0RNOVfflaWOV0,-33.924689,18.4183299,4.7,,,,,,,,,,2050273.90705535,-4018784.49746059,18.4183299,-33.924689,18.4184725332115,-33.9248380881755
"Spier Arts Trust, 14 Queen Victoria St, Cape Town City Centre, Cape Town, 8001, South Africa",ChIJ7QUMA2VnzB0Rl5cKa-IQguY,-33.9248365,18.4184453,4,point_of_interest,,,,,,,,,2050273.90705535,-4018784.49746059,18.4184453,-33.9248365,18.4184591076177,-33.924850932491
"18 Queen Victoria St, Cape Town City Centre, Cape Town, 8001, South Africa",ChIJfeocBWVnzB0R4dWku9SPknk,-33.9249099,18.41813,,,,,,,,,,,2050273.90705535,-4018784.49746059,18.41813,-33.9249099,18.4182578202603,-33.9250435048539
"1 Queen Victoria St, Cape Town City Centre, Cape Town, 8000, South Africa",ChIJ5-Sn_WRnzB0RnSWATWi_TLg,-33.9247642,18.4188213,,,1,8:30 AM – 5:00 PM,8:30 AM – 5:00 PM,8:30 AM – 5:00 PM,8:30 AM – 5:00 PM,8:30 AM – 5:00 PM,Closed,Closed,2050273.90705535,-4018784.49746059,18.4188213,-33.9247642,18.4186915379745,-33.9246285655049
"Cape Town City Centre, Cape Town, 8001, South Africa",ChIJ_WJ6unFnzB0RpNSkwnZtgxU,-33.92459,18.4183684,4.4,,1,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,Closed,Closed,2050273.90705535,-4018784.49746059,18.4183684,-33.92459,18.4185420862423,-33.9247715465325
"7 Wale St, Cape Town City Centre, Cape Town, 8000, South Africa",ChIJGbBmOmVnzB0RMLt732jR1h8,-33.9247808,18.4184148,,library,,,,,,,,,2050273.90705535,-4018784.49746059,18.4184148,-33.9247808,18.4184710058118,-33.9248395494445
"Spier Arts Trust, 14 Queen Victoria St, Cape Town City Centre, Cape Town, 8001, South Africa",ChIJ7QUMA2VnzB0RHmDXxZ_9yls,-33.9248365,18.4184453,,point_of_interest,,,,,,,,,2050273.90705535,-4018784.49746059,18.4184453,-33.9248365,18.4184591076177,-33.924850932491
"Inside Church House, 1a Queen Victoria St, Cape Town City Centre, Cape Town, 8001, South Africa",ChIJS4VlLBRnzB0RcGbabrKzlEQ,-33.9246625,18.4190854,4.9,coffee_shop,1,6:00 AM – 4:00 PM,6:00 AM – 4:00 PM,6:00 AM – 4:00 PM,6:00 AM – 4:00 PM,6:00 AM – 4:00 PM,7:00 AM – 1:00 PM,7:00 AM – 1:00 PM,2050416.05,-4018653.15,18.4190854,-33.9246625,18.4192589363453,-33.9244267593755
"Dutch Reform Church Sinod, 1 Queen Victoria St, Cape Town City Centre, Cape Town, 8000, South Africa",ChIJ5-Sn_WRnzB0R4hMs9Y8Y45Y,-33.92475,18.41884,,,,,,,,,,,2050273.90705535,-4018784.49746059,18.41884,-33.92475,18.4187083946007,-33.924612438708
"Church House, 1 Queen Victoria St, Cape Town City Centre, Cape Town, 8000, South Africa",ChIJ6eSn_WRnzB0R_7xaFwtfdXc,-33.92475,18.4188401,,,,,,,,,,,2050273.90705535,-4018784.49746059,18.4188401,-33.92475,18.4187084468123,-33.9246123887569
"Taj Cape Town, South Africa, 1 Wale St, Cape Town City Centre, Cape Town, 8000, South Africa",ChIJoTtv7mRnzB0R5pYoO4iY0WI,-33.9249,18.41975,4.5,restaurant,0,"6:00 – 10:30 AM, 12:00 – 10:00 PM","6:00 – 10:30 AM, 12:00 – 10:00 PM","6:00 – 10:30 AM, 12:00 – 10:00 PM","6:00 – 10:30 AM, 12:00 – 10:00 PM","6:00 – 10:30 AM, 12:00 – 10:00 PM","6:00 – 10:30 AM, 12:00 – 10:00 PM","6:00 – 10:30 AM, 12:00 – 10:00 PM",2050467.65433443,-4018697.0618814,18.41975,-33.9249,18.4198099411403,-33.9248190386978
"1 Wale St, Cape Town City Centre, Cape Town, 8000, South Africa",ChIJk-lbA3JnzB0Rb2cJDwMzhuM,-33.9249214,18.4197268,,,1,4:00 AM – 2:00 PM,4:00 AM – 2:00 PM,4:00 AM – 2:00 PM,4:00 AM – 2:00 PM,4:00 AM – 2:00 PM,Closed,Closed,2050467.65433443,-4018697.0618814,18.4197268,-33.9249214,18.4198051895622,-33.9248155207824
"1 Wale Street corner Saint Georges Mall, Wale St, Cape Town City Centre, Cape Town, 8000, South Africa",ChIJAfj8Z2xnzB0RY0Lt9yag1Pg,-33.9249214,18.4197268,,restaurant,1,6:00 AM – 10:30 PM,6:00 AM – 10:30 PM,6:00 AM – 10:30 PM,6:00 AM – 10:30 PM,6:00 AM – 10:30 PM,6:00 AM – 10:30 PM,6:00 AM – 10:30 PM,2050467.65433443,-4018697.0618814,18.4197268,-33.9249214,18.4198051895622,-33.9248155207824
"5 Wale St, Cape Town City Centre, Cape Town, 8000, South Africa",ChIJP6mj-2RnzB0R2svPzXotjyg,-33.92467,18.41918,,,1,10:00 AM – 6:00 PM,10:00 AM – 6:00 PM,10:00 AM – 6:00 PM,10:00 AM – 6:00 PM,10:00 AM – 6:00 PM,Closed,Closed,2050416.05,-4018653.15,18.41918,-33.92467,18.419323870239,-33.9244745593277
"1 Wale St, Cape Town City Centre, Cape Town, 8000, South Africa",ChIJJXZn7mRnzB0RX22Y_c7o414,-33.9249214,18.4197268,,hotel,,,,,,,,,2050467.65433443,-4018697.0618814,18.4197268,-33.9249214,18.4198051895622,-33.9248155207824
"1 Queen Victoria St, Cape Town City Centre, Cape Town, 8000, South Africa",ChIJ6eSn_WRnzB0Rvyn5r89MSgs,-33.92475,18.4188401,,,,,,,,,,,2050273.90705535,-4018784.49746059,18.4188401,-33.92475,18.4187084468123,-33.9246123887569
"Adderley St, Cape Town City Centre, Cape Town, 8000, South Africa",ChIJq21R62RnzB0RhRRHziAkg9A,-33.9250796,18.4201559,4,historical_landmark,,,,,,,,,2050534.10021428,-4018725.03767682,18.4201559,-33.9250796,18.4201471403416,-33.9249575206869
"Cape Town City Centre, Cape Town, 8001, South Africa",ChIJV6eqlGRnzB0R0tLJ8JKcZQw,-33.9250463,18.4201884,4.6,sculpture,,,,,,,,,2050534.10021428,-4018725.03767682,18.4201884,-33.9250463,18.4201578634442,-33.92495397405
"Adderley St, Cape Town City Centre, Cape Town, 8000, South Africa",ChIJs69Y_T9nzB0RUFTrLMTWtxc,-33.9249208,18.4201028,,,,,,,,,,,2050492.97334685,-4018706.15933902,18.4201028,-33.9249208,18.4201013262621,-33.9248941621388
"Corner Adderley Street and, Wale St, Cape Town City Centre, Cape Town, 8000, South Africa",ChIJv3trkmRnzB0RnqgKLSzSOEE,-33.9248867,18.4205032,4.5,museum,1,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,8:30 AM – 4:00 PM,Closed,2050588.8,-4018730.3,18.4205032,-33.9248867,18.4205592057197,-33.9248126798957
"13 Parliament Ln, Cape Town City Centre, Cape Town, 8000, South Africa",ChIJ_20qJQBnzB0RAZkXp2rezQE,-33.9254203,18.4206155,,laundry,1,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,2050601.55,-4018783.45,18.4206155,-33.9254203,18.4207027886054,-33.9255118643247
"136 Adderley St, Cape Town City Centre, Cape Town, 8001, South Africa",ChIJV2XW-fVnzB0RFPAwLQjmmz4,-33.9246988,18.4202697,,health,1,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,2050492.97334685,-4018706.15933902,18.4202697,-33.9246988,18.4203121148815,-33.9247411449036
"106 Adderley St, Cape Town City Centre, Cape Town, 7441, South Africa",ChIJW_T8CjBpzB0RKNt2xvOwnUQ,-33.9246611,18.4204933,,,0,6:00 – 10:00 PM,6:00 – 10:00 PM,6:00 – 10:00 PM,6:00 – 10:00 PM,6:00 – 10:00 PM,Open 24 hours,Open 24 hours,2050601.01726415,-4018648.22161933,18.4204933,-33.9246611,18.4205130542285,-33.924681702033
"121 Adderley St, Manenberg, Cape Town, 7764, South Africa",ChIJA087-wlnzB0RGfsm-rwuccM,-33.9247345,18.4207341,,lodging,,,,,,,,,2050588.8,-4018730.3,18.4207341,-33.9247345,18.4206328096148,-33.9248683706996
"Higet10, Maitland, Cape Town, 8001, South Africa",ChIJRyNKevdnzB0RFEBwFYYd3gU,-33.9249992,18.4209549,,,,,,,,,,,2050588.8,-4018730.3,18.4209549,-33.9249992,18.42090058903,-33.925070980234
"304 The Piazza on Church Square, 39 Adderley St, Cape Town City Centre, Cape Town, 8001, South Africa",ChIJmxTTj2RnzB0RjL2yCJucO_E,-33.9246044,18.4207563,5,consultant,1,8:30 AM – 5:00 PM,8:30 AM – 5:00 PM,8:30 AM – 5:00 PM,8:30 AM – 5:00 PM,8:30 AM – 5:00 PM,Closed,Closed,2050601.01726415,-4018648.22161933,18.4207563,-33.9246044,18.4206784018835,-33.9245231586816
"Cape Town City Centre, Cape Town, 8000, South Africa",ChIJb963aFZnzB0Rl41RD9lhMrM,-33.9248971,18.4210062,,accounting,1,8:00 AM – 4:30 PM,8:00 AM – 4:30 PM,8:00 AM – 4:30 PM,8:00 AM – 4:30 PM,8:00 AM – 4:00 PM,Closed,Closed,2050588.8,-4018730.3,18.4210062,-33.9248971,18.4208840853806,-33.9250584931027
"Absa Ctr, 132 Adderley St, Central, Cape Town City Centre, Cape Town, 8001, South Africa",ChIJHzB4jWRnzB0Rraf_i6IH7hc,-33.924647,18.420363,,point_of_interest,,,,,,,,,2050562.4,-4018673.9,18.420363,-33.924647,18.4203845415279,-33.9246686799777
"32 Parliament St, Cape Town City Centre, Cape Town, 8000, South Africa",ChIJqSBunGRnzB0R0dFOls9edNE,-33.9246617,18.421179,4.6,,1,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,2050667.21059565,-4018707.87260884,18.421179,-33.9246617,18.4213762723508,-33.924869171859
"32 Parliament St, Cape Town City Centre, Cape Town, 8001, South Africa",ChIJudmjNh1nzB0RqJj76R6Vl9A,-33.9247598,18.4213457,4.9,wholesaler,1,9:00 AM – 4:00 PM,9:00 AM – 4:00 PM,9:00 AM – 4:00 PM,9:00 AM – 4:00 PM,9:00 AM – 4:00 PM,9:00 AM – 1:30 PM,9:00 AM – 1:30 PM,2050667.21059565,-4018707.87260884,18.4213457,-33.9247598,18.4214148327632,-33.924832507112
"32 Parliament St, Cape Town City Centre, Cape Town, 8000, South Africa",ChIJYcMl9qVnzB0RD-1wnvxVkLQ,-33.9247598,18.4213457,3.7,coffee_shop,1,6:30 AM – 5:00 PM,6:30 AM – 5:00 PM,6:30 AM – 5:00 PM,6:30 AM – 5:00 PM,6:30 AM – 5:00 PM,Closed,Closed,2050667.21059565,-4018707.87260884,18.4213457,-33.9247598,18.4214148327632,-33.924832507112
"Parliament St, Cape Town City Centre, Cape Town, 8001, South Africa",ChIJRRGG5h9nzB0RbQ4O7yOblCs,-33.924758,18.42112,,parking,,,,,,,,,2050667.21059565,-4018707.87260884,18.42112,-33.924758,18.421297197616,-33.9249443592068
"32parliament street, Cape Town City Centre, Cape Town, 8001, South Africa",ChIJz98853BnzB0RSuw3-eijQSc,-33.9247598,18.4213457,4.5,beauty_salon,1,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,2050667.21059565,-4018707.87260884,18.4213457,-33.9247598,18.4214148327632,-33.924832507112
"32 Parliament St, Cape Town City Centre, Cape Town, 8001, South Africa",ChIJqSBunGRnzB0R4KbdgVZsUns,-33.9247598,18.4213457,3.8,lodging,1,9:00 AM – 3:00 PM,9:00 AM – 3:00 PM,9:00 AM – 3:00 PM,9:00 AM – 3:00 PM,9:00 AM – 3:00 PM,10:00 AM – 2:00 PM,10:00 AM – 2:00 PM,2050667.21059565,-4018707.87260884,18.4213457,-33.9247598,18.4214148327632,-33.924832507112
"32 Parliament St, Foreshore, Cape Town, 8000, South Africa",ChIJpdcanSdnzB0RW6RalWaS3v0,-33.92471,18.421239,4.9,hair_salon,1,8:30 AM – 8:00 PM,8:30 AM – 8:00 PM,8:30 AM – 8:00 PM,8:30 AM – 8:00 PM,8:30 AM – 8:00 PM,8:30 AM – 8:00 PM,8:30 AM – 8:00 PM,2050667.21059565,-4018707.87260884,18.421239,-33.92471,18.4213836640371,-33.9248621435548
"5th Floor, Speakers Corner, 37 Parliament St, Cape Town City Centre, Cape Town, 8001, South Africa",ChIJJXjP9dFnzB0RKRtezQrweYM,-33.924723,18.4218031,4.7,restaurant,0,"12:00 – 1:45 PM, 6:00 – 8:30 PM","12:00 – 1:45 PM, 6:00 – 8:30 PM","12:00 – 1:45 PM, 6:00 – 8:30 PM","12:00 – 1:45 PM, 6:00 – 8:30 PM","12:00 – 1:45 PM, 6:00 – 8:30 PM","12:00 – 1:45 PM, 6:00 – 8:30 PM",Closed,2050667.21059565,-4018707.87260884,18.4218031,-33.924723,18.4216734030958,-33.9245863807901
"37 Parliament St, Cape Town City Centre, Cape Town, 8000, South Africa",ChIJkzxK0GJnzB0R4O_aUdBgD2A,-33.9248738,18.4217397,4.4,restaurant,0,5:00 – 9:00 PM,5:00 – 9:00 PM,5:00 – 9:00 PM,"12:00 – 2:30 PM, 6:00 – 10:00 PM","12:00 – 2:30 PM, 6:00 – 10:00 PM","12:00 – 2:30 PM, 6:00 – 10:00 PM",Closed,2050681.92165805,-4018745.24197134,18.4217397,-33.9248738,18.4216608690108,-33.9249795811451
"5 Church Square, 37 Parliament St, Cape Town City Centre, Cape Town, 8000, South Africa",ChIJ54rFW7RnzB0Ryyk-p-cJ03o,-33.9248738,18.4217397,4.8,hotel,,,,,,,,,2050681.92165805,-4018745.24197134,18.4217397,-33.9248738,18.4216608690108,-33.9249795811451
"South Africa, 37 Parliament St, Cape Town City Centre, Cape Town, 8000, South Africa",ChIJv0A4YmNnzB0RzY-1mco8-8Y,-33.924723,18.4218031,4.5,,1,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,2050667.21059565,-4018707.87260884,18.4218031,-33.924723,18.4216734030958,-33.9245863807901
"32 Parliament St, Cape Town City Centre, Cape Town, 8001, South Africa",ChIJCxNbmi5nzB0RwgFGeFisw5A,-33.9246225,18.4215607,4.7,sushi_restaurant,0,12:00 – 9:00 PM,12:00 – 9:00 PM,12:00 – 9:00 PM,12:00 – 9:00 PM,12:00 – 9:00 PM,12:00 – 9:00 PM,12:00 – 9:00 PM,2050667.21059565,-4018707.87260884,18.4215607,-33.9246225,18.4215960888366,-33.9246597776431
"28 Parliament St, Cape Town City Centre, Cape Town, 8000, South Africa",ChIJE-JefWNnzB0RK2wyZn9p2eo,-33.9246256,18.4215078,3.7,store,1,7:00 AM – 6:30 PM,7:00 AM – 6:30 PM,7:00 AM – 6:30 PM,7:00 AM – 6:30 PM,7:00 AM – 6:30 PM,8:30 AM – 5:30 PM,Closed,2050667.21059565,-4018707.87260884,18.4215078,-33.9246256,18.421566716838,-33.9246876614032
"5 Church Square, 37 Parliament St, Cape Town City Centre, Cape Town, 8000, South Africa",ChIJl6d-9wdnzB0RjkrFlezX7BI,-33.9248738,18.4217397,4.6,restaurant,1,8:00 AM – 11:00 PM,8:00 AM – 11:00 PM,8:00 AM – 11:00 PM,8:00 AM – 11:00 PM,8:00 AM – 11:00 PM,8:00 AM – 11:00 PM,8:00 AM – 11:00 PM,2050681.92165805,-4018745.24197134,18.4217397,-33.9248738,18.4216608690108,-33.9249795811451
"117 Longmarket St, Cape Town City Centre, Cape Town, 8001, South Africa",ChIJ01PYfGNnzB0RQDNhnY83rio,-33.92461,18.42197,4,hotel,1,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,2050747.77493164,-4018686.57187265,18.42197,-33.92461,18.4220334382075,-33.9245241918565
"115 Longmarket St, Cape Town City Centre, Cape Town, 8001, South Africa",ChIJuRSmUftnzB0Rv31aH8NVK1k,-33.92467,18.42205,3.7,guest_house,,,,,,,,,2050747.77493164,-4018686.57187265,18.42205,-33.92467,18.4221138472892,-33.9245836385221
"117 Longmarket St, Cape Town City Centre, Cape Town, 8000, South Africa",ChIJO4q3VQtnzB0RGpHfF4VO0Sw,-33.9246295,18.4220241,4.6,bar_and_grill,1,12:30 AM – 11:30 PM,12:00 PM – 12:00 AM,12:00 PM – 12:00 AM,12:00 PM – 12:00 AM,12:00 PM – 12:00 AM,12:00 PM – 12:00 AM,12:00 PM – 12:00 AM,2050747.77493164,-4018686.57187265,18.4220241,-33.9246295,18.4220777404128,-33.9245569446044
"Plein St, Cape Town City Centre, Cape Town, 8000, South Africa",ChIJSyrjaX9nzB0Rxi6mhU1pp1s,-33.9248376,18.4221966,4.4,clothing_store,1,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,9:00 AM – 1:30 PM,Closed,2050747.77493164,-4018686.57187265,18.4221966,-33.9248376,18.422288755235,-33.9247129484698
"96 Longmarket St, Cape Town City Centre, Cape Town, 8001, South Africa",ChIJNa_uZWNnzB0RVv-g5Wj6Xo4,-33.9245791,18.4224076,4.3,indian_restaurant,1,10:00 AM – 9:00 PM,10:00 AM – 9:00 PM,10:00 AM – 9:00 PM,10:00 AM – 9:00 PM,10:00 AM – 9:00 PM,10:00 AM – 9:00 PM,10:00 AM – 9:00 PM,2050747.77493164,-4018686.57187265,18.4224076,-33.9245791,18.4223016160963,-33.9247224565415
"96 Longmarket St, Cape Town City Centre, Cape Town, 8000, South Africa",ChIJjVPgGXNnzB0RVFS1vko4ZtA,-33.9246277,18.422348,4,apartment_building,,,,,,,,,2050747.77493164,-4018686.57187265,18.422348,-33.9246277,18.4222863113255,-33.9247111416804
"92 Longmarket St, Cape Town City Centre, Cape Town, 8000, South Africa",ChIJwSzGTFVnzB0RtNRg_OrRPOo,-33.9248673,18.4226457,,corporate_office,,,,,,,,,2050816.6490017,-4018748.02423887,18.4226457,-33.9248673,18.4225931383241,-33.9249381919663
"107 Longmarket St, Cape Town City Centre, Cape Town, 8001, South Africa",ChIJ9dBvZmNnzB0R8y8J4ojhYhM,-33.9247594,18.4222635,3.1,guest_house,,,,,,,,,2050747.77493164,-4018686.57187265,18.4222635,-33.9247594,18.4222946305089,-33.9247172920767
"10 Plein St, Central, Cape Town, 8001, South Africa",ChIJz_TWbmNnzB0RkQbLtBfCqpI,-33.924607,18.4226359,4,,1,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,2050810.1,-4018686.05,18.4226359,-33.924607,18.4226967378037,-33.9246709069135
"9 Plein St, Cape Town City Centre, Cape Town, 8000, South Africa",ChIJbVsz_PdnzB0RleZJPA5gCHE,-33.9245647,18.4226787,3.3,clothing_store,1,8:30 AM – 5:00 PM,8:30 AM – 5:00 PM,8:30 AM – 5:00 PM,8:30 AM – 5:00 PM,8:30 AM – 5:00 PM,8:30 AM – 3:00 PM,9:00 AM – 2:00 PM,2050810.1,-4018686.05,18.4226787,-33.9245647,18.4227403145911,-33.9246294228879
"10 Plein St, Cape Town City Centre, Cape Town, 8000, South Africa",ChIJEdjjekRnzB0R6VtKHjDn86E,-33.9246069,18.4226359,4.5,clothing_store,1,9:00 AM – 6:00 PM,9:00 AM – 6:00 PM,9:00 AM – 6:00 PM,9:00 AM – 6:00 PM,9:00 AM – 6:00 PM,9:00 AM – 4:00 PM,9:00 AM – 2:00 PM,2050810.1,-4018686.05,18.4226359,-33.9246069,18.4226967877432,-33.9246708593723
"16 Plein St, Cape Town City Centre, Cape Town, 8001, South Africa",ChIJH0dRuepnzB0Rc7P4eaH48FY,-33.924944,18.4223406,4.7,cell_phone_store,1,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 4:30 PM,9:00 AM – 4:30 PM,2050745.05,-4018762.9,18.4223406,-33.924944,18.4223773213616,-33.9249806838088
"Located inside Beauty Bazaar, Hair salons, 24 Plein St, Cape Town City Centre, Cape Town, 8001, South Africa",ChIJNz4XHGtnzB0RL0HRl8Ypyyk,-33.9249706,18.4222033,4.9,beauty_salon,,,,,,,,,2050745.05,-4018762.9,18.4222033,-33.9249706,18.4222954416088,-33.925062647381
"Cnr Corporation &, Darling St, Cape Town City Centre, Cape Town, 8000, South Africa",ChIJNyfBFWNnzB0RkZissMkvars,-33.9248647,18.4233777,4.6,fast_food_restaurant,1,7:00 AM – 10:00 PM,7:00 AM – 10:00 PM,7:00 AM – 10:00 PM,7:00 AM – 10:00 PM,7:00 AM – 10:00 PM,7:00 AM – 10:00 PM,8:00 AM – 9:00 PM,2050878.75,-4018746.45,18.4233777,-33.9248647,18.4234752366096,-33.9249679072522
"52 Darling St, Cape Town City Centre, Cape Town, 8000, South Africa",ChIJhayiFWNnzB0R61gk6j9TvKg,-33.9248079,18.4233851,3.3,point_of_interest,,,,,,,,,2050871.45636495,-4018685.31879624,18.4233851,-33.9248079,18.4234406002089,-33.9247306123435
"48 Darling St, Cape Town City Centre, Cape Town, 8000, South Africa",ChIJZUwtDQBnzB0RfCZcKDB0iy0,-33.9248197,18.4231832,5,,,,,,,,,,2050871.45636495,-4018685.31879624,18.4231832,-33.9248197,18.423312982146,-33.924638969907
"92 Longmarket St, Cape Town City Centre, Cape Town, 8000, South Africa",ChIJ16S0LRJnzB0RhZx5-y9fnNA,-33.9248227,18.4227378,,point_of_interest,,,,,,,,,2050810.1,-4018686.05,18.4227378,-33.9248227,18.4226424738326,-33.9247225648741
"42 Darling St, Cape Town City Centre, Cape Town, 8000, South Africa",ChIJvZvGFGNnzB0R9CcvJd3G2zo,-33.9246898,18.4232232,3,grocery_store,,,,,,,,,2050871.45636495,-4018685.31879624,18.4232232,-33.9246898,18.4232778285735,-33.9246137261526
"46 Darling St, Cape Town City Centre, Cape Town, 8000, South Africa",ChIJLf0GFWNnzB0RLRIyQidEEE8,-33.9247631,18.423327,,beauty_salon,,,,,,,,,2050871.45636495,-4018685.31879624,18.423327,-33.9247631,18.4233810416952,-33.9246878434189
"2nd Floor, Spracklens Building, Longmarket St, Cape Town City Centre, Cape Town, 8001, South Africa",ChIJ15SQaWNnzB0R2J_VxqTAxo0,-33.9248783,18.4227275,5,hospital,,,,,,,,,2050816.6490017,-4018748.02423887,18.4227275,-33.9248783,18.4226511846553,-33.9249812294586
"46 Darling St, Cape Town City Centre, Cape Town, 8000, South Africa",ChIJ1W8BFWNnzB0RSuCy_Gc7pPE,-33.9247912,18.4233365,5,point_of_interest,,,,,,,,,2050871.45636495,-4018685.31879624,18.4233365,-33.9247912,18.423400622908,-33.9247019046733
